InputSymbol, ExchangeSymbol, Exchange, EntryOrderType, ExitOrderType, Quantity, StopLossPrice, ProductType, InstrumentName, Type, Strike, Expiry, MaxOpenPosition, StrategyTag, ClientCode,MaxProfit,MaxLoss,Currency
MEDPLUS,MEDPLUS,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
METROBRAND,METROBRAND,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
METROPOLIS,METROPOLIS,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
MINDACORP,MINDACORP,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
MSUMI,MSUMI,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
MOTILALOFS,MOTILALOFS,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
MPHASIS,MPHASIS,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
MCX,MCX,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
MUTHOOTFIN,MUTHOOTFIN,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
NATCOPHARM,NATCOPHARM,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
NBCC,NBCC,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
NCC,NCC,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
NHPC,NHPC,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
NLCINDIA,NLCINDIA,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
NMDC,NMDC,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
NSLNISP,NSLNISP,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
NH,NH,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
NATIONALUM,NATIONALUM,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
NAVINFLUOR,NAVINFLUOR,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
NAZARA,NAZARA,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
NETWORK18,NETWORK18,NSE,Limit,Limit,25,,MIS(IntraDay),BE,,,,,STG1,,,,
NAM-INDIA,NAM-INDIA,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
NUVOCO,NUVOCO,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
OBEROIRLTY,OBEROIRLTY,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
OIL,OIL,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
OLECTRA,OLECTRA,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
PAYTM,PAYTM,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
OFSS,OFSS,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
ORIENTELEC,ORIENTELEC,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
POLICYBZR,POLICYBZR,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
PCBL,PCBL,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
PIIND,PIIND,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
PNBHOUSING,PNBHOUSING,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
PNCINFRA,PNCINFRA,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
PVRINOX,PVRINOX,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
PAGEIND,PAGEIND,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
PATANJALI,PATANJALI,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
PERSISTENT,PERSISTENT,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
PETRONET,PETRONET,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
PFIZER,PFIZER,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
PHOENIXLTD,PHOENIXLTD,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
PIDILITIND,PIDILITIND,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
PEL,PEL,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
PPLPHARMA,PPLPHARMA,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
POLYMED,POLYMED,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
POLYCAB,POLYCAB,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
POLYPLEX,POLYPLEX,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
POONAWALLA,POONAWALLA,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
PFC,PFC,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
PRAJIND,PRAJIND,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
PRESTIGE,PRESTIGE,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
PRINCEPIPE,PRINCEPIPE,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
PRSMJOHNSN,PRSMJOHNSN,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
PGHL,PGHL,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
PGHH,PGHH,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
PNB,PNB,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
QUESS,QUESS,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
RBLBANK,RBLBANK,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
RECLTD,RECLTD,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
RHIM,RHIM,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
RITES,RITES,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
RADICO,RADICO,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
RVNL,RVNL,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
RAIN,RAIN,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
RAINBOW,RAINBOW,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
RAJESHEXPO,RAJESHEXPO,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
RALLIS,RALLIS,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
RCF,RCF,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
RATNAMANI,RATNAMANI,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
RTNINDIA,RTNINDIA,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
RAYMOND,RAYMOND,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
REDINGTON,REDINGTON,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
RELAXO,RELAXO,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
RBA,RBA,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
ROSSARI,ROSSARI,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
ROUTE,ROUTE,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SBICARD,SBICARD,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SJVN,SJVN,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SKFINDIA,SKFINDIA,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SRF,SRF,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SAFARI,SAFARI,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
MOTHERSON,MOTHERSON,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SANOFI,SANOFI,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SAPPHIRE,SAPPHIRE,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SAREGAMA,SAREGAMA,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SCHAEFFLER,SCHAEFFLER,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SHARDACROP,SHARDACROP,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SFL,SFL,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SHOPERSTOP,SHOPERSTOP,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SHREECEM,SHREECEM,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
RENUKA,RENUKA,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SHRIRAMFIN,SHRIRAMFIN,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SHYAMMETL,SHYAMMETL,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SIEMENS,SIEMENS,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SOBHA,SOBHA,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SOLARINDS,SOLARINDS,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SONACOMS,SONACOMS,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SONATSOFTW,SONATSOFTW,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
STARHEALTH,STARHEALTH,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SAIL,SAIL,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SWSOLAR,SWSOLAR,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
STLTECH,STLTECH,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SUMICHEM,SUMICHEM,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SPARC,SPARC,NSE,Limit,Limit,25,,MIS(IntraDay),BE,,,,,STG1,,,,
SUNTV,SUNTV,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SUNDARMFIN,SUNDARMFIN,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SUNDRMFAST,SUNDRMFAST,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SUNTECK,SUNTECK,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SUPRAJIT,SUPRAJIT,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SUPREMEIND,SUPREMEIND,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SUVENPHAR,SUVENPHAR,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SUZLON,SUZLON,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SWANENERGY,SWANENERGY,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SYMPHONY,SYMPHONY,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SYNGENE,SYNGENE,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
SYRMA,SYRMA,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
TTKPRESTIG,TTKPRESTIG,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
TV18BRDCST,TV18BRDCST,NSE,Limit,Limit,25,,MIS(IntraDay),BE,,,,,STG1,,,,
TVSMOTOR,TVSMOTOR,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
TANLA,TANLA,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
TATACHEM,TATACHEM,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
TATACOMM,TATACOMM,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
TATAELXSI,TATAELXSI,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
TATAINVEST,TATAINVEST,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
TATAMTRDVR,TATAMTRDVR,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
TATAPOWER,TATAPOWER,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
TTML,TTML,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
TEAMLEASE,TEAMLEASE,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
TEJASNET,TEJASNET,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
NIACL,NIACL,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
RAMCOCEM,RAMCOCEM,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
THERMAX,THERMAX,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
TIMKEN,TIMKEN,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
TORNTPHARM,TORNTPHARM,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
TORNTPOWER,TORNTPOWER,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
TRENT,TRENT,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
TRIDENT,TRIDENT,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
TRIVENI,TRIVENI,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
TRITURBINE,TRITURBINE,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
TIINDIA,TIINDIA,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
UCOBANK,UCOBANK,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
UNOMINDA,UNOMINDA,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
UTIAMC,UTIAMC,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
UJJIVANSFB,UJJIVANSFB,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
UNIONBANK,UNIONBANK,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
UBL,UBL,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
MCDOWELL-N,MCDOWELL-N,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
USHAMART,USHAMART,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
VGUARD,VGUARD,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
VMART,VMART,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
VIPIND,VIPIND,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
VAIBHAVGBL,VAIBHAVGBL,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
VTL,VTL,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
VARROC,VARROC,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
VBL,VBL,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
MANYAVAR,MANYAVAR,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
VEDL,VEDL,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
VIJAYA,VIJAYA,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
VINATIORGA,VINATIORGA,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
IDEA,IDEA,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
VOLTAS,VOLTAS,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
WELCORP,WELCORP,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
WELSPUNLIV,WELSPUNLIV,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
WESTLIFE,WESTLIFE,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
WHIRLPOOL,WHIRLPOOL,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
YESBANK,YESBANK,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
ZFCVINDIA,ZFCVINDIA,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
ZEEL,ZEEL,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
ZENSARTECH,ZENSARTECH,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
ZOMATO,ZOMATO,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
ZYDUSLIFE,ZYDUSLIFE,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
ZYDUSWELL,ZYDUSWELL,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
ECLERX,ECLERX,NSE,Limit,Limit,25,,MIS(IntraDay),EQ,,,,,STG1,,,,
